ano;municipio;vacina;sigla_uf;lat;lon;cobertura_vacinal
 Total;MONTANHA;Poliomielite;ES;-18,1263;-40,3638;58,5
 Total;MUCURICI;Poliomielite;ES;-18,0933;-40,5152;100,0
 Total;MUNIZ FREIRE;Poliomielite;ES;-20,4641;-41,4133;48,94444444444444
 Total;MUQUI;Poliomielite;ES;-20,9511;-41,3469;85,53333333333335
 Total;NOVA VENECIA;Poliomielite;ES;-18,7119;-40,4005;14,905454545454546
 Total;PANCAS;Poliomielite;ES;-19,225;-40,8513;42,209090909090904
 Total;PEDRO CANARIO;Poliomielite;ES;-18,3005;-39,9566;33,575
 Total;PINHEIROS;Poliomielite;ES;-18,3986;-40,2138;27,98333333333333
 Total;PIUMA;Poliomielite;ES;-20,8333;-40,7277;27,04
 Total;PONTO BELO;Poliomielite;ES;-18,1252;-40,5369;100,0
 Total;PRESIDENTE KENNEDY;Poliomielite;ES;-21,0988;-41,0458;63,16666666666667
 Total;RIO BANANAL;Poliomielite;ES;-19,2652;-40,3333;47,465
 Total;RIO NOVO DO SUL;Poliomielite;ES;-20,8608;-40,9366;58,94166666666667
 Total;SANTA LEOPOLDINA;Poliomielite;ES;-20,1008;-40,5288;66,86153846153846
 Total;SANTA MARIA DE JETIBA;Poliomielite;ES;-20,0244;-40,7397;18,33111111111111
 Total;SANTA TERESA;Poliomielite;ES;-19,9361;-40,6002;33,62
 Total;SAO DOMINGOS DO NORTE;Poliomielite;ES;-19,1275;-40,5305;100,0
 Total;SAO GABRIEL DA PALHA;Poliomielite;ES;-19,0183;-40,5363;17,44
 Total;SAO JOSE DO CALCADO;Poliomielite;ES;-21,0261;-41,6544;75,85
 Total;SAO MATEUS;Poliomielite;ES;-18,7161;-39,8589;5,162857142857143
 Total;SAO ROQUE DO CANAA;Poliomielite;ES;-19,7388;-40,6569;83,66153846153847
 Total;SERRA;Poliomielite;ES;-20,1286;-40,3078;1,3288709677419355
 Total;SOORETAMA;Poliomielite;ES;-19,1969;-40,0469;26,846666666666668
 Total;VARGEM ALTA;Poliomielite;ES;-20,6705;-41,0069;45,145
 Total;VENDA NOVA DO IMIGRANTE;Poliomielite;ES;-20,3391;-41,1355;39,192
 Total;VIANA;Poliomielite;ES;-20,3986;-40,4666;8,44125
 Total;VILA PAVAO;Poliomielite;ES;-18,6144;-40,6105;96,98
 Total;VILA VALERIO;Poliomielite;ES;-18,995;-40,3386;58,333333333333336
 Total;VILA VELHA;Poliomielite;ES;-20,3297;-40,2925;1,4556862745098038
 Total;VITORIA;Poliomielite;ES;-20,3155;-40,3128;2,0473684210526315
 Total;;Poliomielite;ES;;;78,2
